,A8,B1,B9,C10,D2,D11,E3,F4,G5,H6,Mean
0,0.03611721576625486,0.053953240726115355,0.046221493824376424,0.05272830827683424,0.043413462957268965,0.04237381762382715,0.04416241905782265,0.04102299059042373,0.04457167993746952,0.043670011190650074,0.04060341705556068
1,0.39846214831648724,0.38778008427560395,0.3879323646191817,0.39855336165239597,0.38621552585329416,0.39700010108981854,0.3837936555663809,0.3913813240694613,0.3827877450401207,0.37504665638599527,0.3919828644818474
