,A5,B6,C7,D8,E1,E9,F10,G2,G11,H3,Mean
0,0.06696949866414048,0.0612650502281776,0.060261512151090116,0.0535627449275074,0.07394651305966489,0.06029179923721868,0.0628282763536483,0.05222890896465141,0.06833011360487429,0.06894159530961569,0.0615890188928576
1,71045.23729056402,56318.162140709755,49853.916679781105,36410.32612554294,72370.64691941642,57511.17915437638,66003.18182796332,34462.53350234589,66320.67763366821,96258.79560393134,94566.45654352404
